,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tripmeter,Seating_Capacity,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Unnamed: 112,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System
159,1021,Volkswagen,Passat,2.0 Tdi Comfortline,3021500,1968 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1456 mm,4767 mm,1832 mm,Sedan,4.0,,,17.42 km/litre,,1535 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,Electric Power,All Windows,,Remote,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,Yes,5.0,Automatic,2786 mm,215 / 60 R16,,2,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,586 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.85 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag",Yes,Yes,Yes,,9.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,
160,1025,Mercedes-Benz A-Class,Mercedes-Benz A-Class,180,2785288,1595 cc,4.0,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1433 mm,4292 mm,1780 mm,Hatchback,5.0,12.03 km/litre,15.5 km/litre,15.5 km/litre,,1395 kg,7,160 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Torsion Beam,Electric Power,All Windows,Yes,Smart Key,122PS@5000rpm,200Nm@1250-4000rpm,Digital,Analog,Yes,5.0,Automatic,2699 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",341 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1920 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,
161,1027,Volvo,V40 Cross Country,D3,3283000,1984 cc,5.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1458 mm,4370 mm,1783 mm,Hatchback,5.0,13.05 km/litre,16.8 km/litre,16.8 km/litre,,1607 kg,6,132 mm,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,Electric Power,All Windows,Yes,Smart Key,150PS@3500rpm,350Nm@1500-2750rpm,Digital,Digital,Yes,5.0,Automatic,2646 mm,115/90R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,324 litres,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.45 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,Yes,2040 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,7.0,16.5,"Rake, Reach",,,Front and rear sensors with camera,,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes
162,1029,Mini,Countryman,Cooper S,3490000,1998 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,47 litres,Petrol,1557 mm,4299 mm,1822 mm,Hatchback,5.0,,,14.41 km/litre,,,8,,Solid Disc,Drum,McPherson Strut,Multilink,Electric Power,All Windows,Yes,,192PS@5500rpm,280Nm@1350rpm,Yes,Yes,Yes,5.0,Automatic,2670 mm,205 / 55 R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes
163,1033,Mercedes-Benz C-Class,Mercedes-Benz C-Class,C 220D Prime,4020000,1950 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,66 litres,Diesel,1442 mm,4686 mm,1810 mm,Sedan,4.0,,,12.06 km/litre,,1655 kg,9,157 mm,Ventilated Disc,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,Electric Power,All Windows,Yes,Smart Key,192bhp@3800rpm,400Nm@1600rpm,Digital,Analog,Yes,5.0,Automatic,2840 mm,225/50R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",480 litres,Yes,Yes,,Digital,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.61 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,Sport,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,All Rows,,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
164,1039,Toyota,Prius,Z8,4509000,1798 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,Hybrid,1490 mm,4540 mm,1760 mm,Sedan,4.0,15.1 km/litre,18.7 km/litre,23.9 km/litre,,,5,165 mm,Ventilated Disc,Solid Disc,MacPherson struts (gas-filled shock absorbers with a stabilizer bar),Double wishbone,Electro-Hydraulic,All Windows,Yes,Smart Key,98PS@5200rpm,142Nm@3600rpm,Digital,Analog,1,5.0,Automatic,2700 mm,R15,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Manual,Analog,Yes,5.1 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1790 kg,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes
165,1040,Lexus,Es,300H,5695000,2487 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Hybrid,1445 mm,4975 mm,1865 mm,Sedan,4.0,17.8 km/litre,,17.8 km/litre,,1670 kg,,,Ventilated Disc,Solid Disc,MacPherson Strut,Double wishbone,Electric Power,All Windows,Power seats,Yes,176Bhp@5700rpm,221Nm@3600-5200rpm,Digital,Analog,Yes,5.0,Automatic,2870 mm,235/45 R18,Yes,1,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,,Analog,,Yes,Front,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,10.0,12.5:1,"Rake, Reach",,,Front and rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes
166,1041,Lexus,Nx 300H,F-Sport,6060000,2494 cc,6.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,56 litres,Petrol,1645 mm,4.64 mm,1.845 mm,SUV,4.0,,,18.3 km/litre,,1905 kg,,,Ventilated Disc,Solid Disc,MacPherson Strut,Trailing Arm Double Wishbone,Electric Power,All Windows,Power seats,Smart Key,194PS@5700rpm,210Nm@4200-4400rpm,Digital,Analog,Yes,5.0,Automatic,2660 mm,225/60R18,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, With Remote",475 litres,Yes,Yes,Yes,Analog,Yes,Yes,Yes,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,5.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2395 kg,"Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Front passenger curtain airbag",Yes,Yes,Yes,Yes,8.0,12.5:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes
167,1043,Jaguar,F-Pace,Prestige,6463780,1999 cc,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1651 mm,4731 mm,2175 mm,SUV,5.0,21.27 km/litre,,16.38 km/litre,,1830 kg,,213 mm,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Integral Link Suspension,Electric Power,All Windows,Yes,Smart Key,180ps@5500rpm,430Nm@1750-2000rpm,Analog,Digital,Yes,5.0,Automatic,2874 mm,255/60 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote,650 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,11.87 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,Yes,2460 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger curtain airbags",Yes,Yes,Yes,Yes,6.0,15.5+/-0.5,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes
168,1045,Volvo,V90 Cross Country,D5 Inscription,6531000,1969 cc,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1543 mm,4950 mm,2052 mm,SUV,5.0,13.2 km/litre,,17.2 km/litre,,2962 kg,8,210 mm,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer",5Link Suspension with coil spring,Electro-Hydraulic,All Windows,Power seats,Remote,235PS@4250RPM,480Nm@1740RPM,Digital,Analog,Yes,5.0,Automatic,2941 mm,245/45R20,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,530 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
169,1046,Audi,A5 Cabriolet,2.0 Tdi,6948200,1968 cc,4.0,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,58 litres,Diesel,1386 mm,4733 mm,1843 mm,Convertible,2.0,,,17.2 km/litre,,1875 kg,7,,Ventilated Disc,Ventilated Disc,,,Yes,All Windows,Power seats,Smart Key,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,2,4.0,Automatic,,245/40 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,480 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,"Digital, Analog",Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,"Front Row, Second Row",2310 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Yes,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes
170,1047,Mercedes-Benz Gle,Mercedes-Benz Gle,300D 4Matic,7370000,1950 cc,4.0,4.0,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,93 litres,Diesel,1772 mm,4924 mm,2157 mm,SUV,5.0,,,,,,9,,Ventilated Disc,Ventilated Disc,AIRMATIC,AIRMATIC,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,245PS@4200rpm,500Nm@1600rpm,Digital,Analog,Yes,5.0,Automatic,2915 mm,265/45 R20,Yes,3,DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",825 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Yes,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2910 kg,"Front passenger head airbag, Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes
171,1049,Mercedes-Benz Cls,Mercedes-Benz Cls,300D,8470000,1950 cc,4.0,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,,Diesel,1435 mm,4988 mm,1890 mm,Sedan,5.0,,,,,,9,,Ventilated Disc,Ventilated Disc,,,Electric Power,All Windows,"Yes, with memory","Remote, Smart Key",245Bhp@4200RPM,500Nm@1600-2400RPM,Digital,Digital,Yes,5.0,Automatic,,225 / 45 R18,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2445 kg,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes
172,1059,Maruti Suzuki,Alto 800 Tour,H1,354235,796 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3430 mm,1490 mm,Hatchback,5.0,18 km/litre,23 km/litre,23.7 km/litre,,720 kg,5,160 mm,Solid Disc,Drum,Mc Pherson Strut,Three Link Rigid Axle Suspension,Electric Power,Only Front Windows,,,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,2,5.0,Manual,2360 mm,145/80R12,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,,,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,,,,1185 kg,,,,,,,10.3:1,,,,,,,,,,,,,,,
173,1061,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,675090,1186 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,37 litres,Diesel,1520 mm,3805 mm,1680 mm,Hatchback,5.0,20.7 km/litre,,20.7 km/litre,,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,Electric Power,All Windows,,,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",2,5.0,Manual,2450 mm,165/70R14,,1,USB & Aux-in,Yes,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Normal,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,,,,,,Yes,,,
174,1071,Hyundai,Xcent,S 1.2,643769,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4.0,15.7 km/litre,,20.14 km/litre,,,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,Electric Power,All Windows,,Remote,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Yes,5.0,Manual,2425 mm,165/65R14,,Yes,USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,"Internal, With Remote",407 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,Second Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,,Yes,,Manual Adjustment,
175,1080,Nissan,Micra,Xl (O) Cvt,662880,1198 cc,3.0,12.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41 litres,Petrol,1530 mm,3825 mm,1665 mm,Hatchback,5.0,,,19.34 km/litre,,930 kg,5,154 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,Electric Power,All Windows,,Remote,77PS@6000rpm,104Nm@4000rpm,Digital,Analog,Yes,5.0,Automatic,2450 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,251 litres,Yes,Yes,,Digital,Front,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,9.8,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,,
176,1084,Mahindra,Bolero,Zlx,942263,2523 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,5.0,9.4 km/litre,13.6 km/litre,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,Yes,All Windows,,Remote,63PS@3200rpm,195Nm@1400-2200rpm,Digital,Digital,Yes,7.0,Manual,2680 mm,215/75R15,,Yes,CD/MP3 Player,,,2 years / Unlimited Kms,,Manual,1702 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,1965 kg,,Yes,,Yes,,,18:01,,,,,,,,,,,,,,,
177,1089,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4.0,28.09 km/litre,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,Electric Power,All Windows,,Remote,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,2,5.0,Manual,2650 mm,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes
178,1103,Skoda,Rapid,1.6 Mpi Ambition,998599,1598 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4.0,12 km/litre,15.41 km/litre,15.41 km/litre,,1137 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,Electro-Hydraulic,All Windows,,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Yes,5.0,Manual,2552 mm,185/60R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1680 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,
179,1117,Fiat,Abarth Punto,1.4 T-Jet,980970,1368 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Petrol,1505 mm,3989 mm,1687 mm,Hatchback,5.0,17 km/litre,,16.3 km/litre,,,5,155 mm,Ventilated Disc,Ventilated Disc,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",Hydraulic Power,All Windows,,Remote,145PS@5500rpm,212Nm@2000-4000rpm,Digital,Analog,Yes,5.0,Manual,2510 mm,195/55R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,
